meetinghouse_id,assignment_id,assignment_type,assignment_name
5264367-01-01,157082,ward,Herrera  1st Ward
5067839-02-01,3123,ward,Riverfront Ward
5067839-02-01,189022,ward,Winslow Park Ward
5067839-02-01,446920,ward.spanish,Granite Ward (Spanish)
5439892-01-01,268224,ward,Arrowhead Ranch Ward
5439892-01-01,235806,ward,Mountain Ridge Ward
5439892-01-01,380059,ward,Sierra Verde Ward
5275083-01-01,175374,ward,Fox Run Ward
5275083-01-01,539309,ward,Quail Valley Ward
5275083-01-01,32867,ward,Trail Winds Ward
5062535-01-01,34746,ward,Gila Bend Branch
5220696-01-01,178667,ward,El Country Ward
5220696-01-01,178683,ward,Las Mercedes Ward
5220696-01-01,524158,stake,Comayaguela Honduras Country Stake
5220696-01-01,524158,stakecenter,Comayaguela Honduras Country Stake
5220696-01-01,397490,familysearchcenter,Comayaguela Honduras Country Family History Center
5492009-01-01,2048043,ward,Huayacan Ward
5492009-01-01,290246,ward,Kohunlich Ward
5492009-01-01,275387,ward,Nichupté Ward
5492009-01-01,528439,stake,Cancún México Kabáh Stake
5492009-01-01,528439,stakecenter,Cancún México Kabáh Stake
5492009-01-01,865036,institute,Cancun México Institute
5492009-01-01,399051,familysearchcenter,Cancún México Kabáh Family History Center
5140013-01-02,854662,institute,Pullman Washington Institute
5140013-01-02,26484,ward.ysa,Pullman YSA Ward
5983754-01-01,220132,ward,Clarin Branch
5108535-01-01,247251,ward,Lake Rotoroa Ward
5108535-01-01,192872,ward,Sunnyhills Ward
5505410-01-01,198927,ward,Morning Sun Ward
5505410-01-01,213772,ward,Sunrise Mountain Ward
5201934-01-01,40231,ward,Mount Pleasant Ward
5012694-01-01,375403,ward,Valley View Ward
5012694-01-01,95699,ward,Vineyard Hills Ward
5012694-01-01,487422,ward.spanish,Del Valle Branch (Spanish)
5012694-01-01,3331881,familysearchcenter,Livermore California Family History Center
5015540-01-01,550523,ward,Barreiras 1st Branch
5015540-01-01,2055317,stake,Barreiras Brazil District
5015540-01-01,2055317,stakecenter,Barreiras Brazil District
5015540-01-01,2144875,familysearchcenter,Barreiras Brazil Family History Center
5166330-01-01,193496,ward,Baybrook Ward
5166330-01-01,116505,ward,Friendswood  1st Ward
5166330-01-01,367095,ward,Friendswood  2nd Ward
5166330-01-01,509531,stake,Friendswood Texas Stake
5166330-01-01,509531,stakecenter,Friendswood Texas Stake
5166330-01-01,3339769,familysearchcenter,Friendswood Texas Family History Center
5123798-01-01,33758,ward,Belgrade 1st Ward
5123798-01-01,452262,ward,Belgrade 2nd Ward
5015700-01-01,2109468,ward,Mbutu Branch
5261333-01-01,288004,ward,Chillancito Ward
5261333-01-01,512397,stake,Concepción Chile Andalién Stake
5261333-01-01,512397,stakecenter,Concepción Chile Andalién Stake
5261333-01-01,403830,familysearchcenter,Concepcion Andalien Chile Family History Center
5007928-01-01,1903748,ward,Adyel Branch
5412293-01-01,310204,ward,Colombo  1st Branch
5412293-01-01,2101025,ward,Colombo 2nd Branch
5412293-01-01,370924,stake,Colombo Sri Lanka District
5412293-01-01,370924,stakecenter,Colombo Sri Lanka District
5412293-01-01,2022052,familysearchcenter,Colombo Sri Lanka Family History Center
5078393-01-01,58106,ward,San Marcos  1st Ward
5078393-01-01,173401,ward,San Marcos  2nd Ward
5386438-01-01,42447,ward,Kingsland Ward
5386438-01-01,518999,stake,Kingsland Georgia Stake
5386438-01-01,518999,stakecenter,Kingsland Georgia Stake
5386438-01-01,3347737,familysearchcenter,Kingsland Georgia Family History Center
5497833-01-01,262315,ward,Arboleda Ward
5274583-01-01,365270,ward,New Braunfels 1st Ward
5274583-01-01,37451,ward,New Braunfels 2nd Ward
5014245-01-01,292923,ward,Carhuaz Ward
5014245-01-01,2099659,familysearchcenter,Carhuaz Peru Family History Center
5434734-01-01,40096,ward,New Orleans 1st Ward
5007337-01-01,444324,ward,São Marcos Ward
5382343-01-01,288020,ward,Panamericana Ward
5927094-01-01,1008099,ward,Spring Creek  1st Ward
5927094-01-01,1489577,ward,Spring Creek  2nd Ward
5927094-01-01,2021064,ward,Spring Creek  3rd Ward
5200296-01-01,104094,ward,Tulcán Branch
5200296-01-01,2055015,familysearchcenter,Tulcán Ecuador Family History Center
5199565-01-01,1012282,ward,Gardner Ward
5199565-01-01,2009358,ward,Heritage Park Ward
5199565-01-01,153427,ward,Olathe 1st Ward
5199565-01-01,2144158,ward.spanish,Pioneer Trail Branch (Spanish)
5199565-01-01,518506,stake,Olathe Kansas Stake
5199565-01-01,518506,stakecenter,Olathe Kansas Stake
5199565-01-01,3312224,familysearchcenter,Olathe Kansas Family History Center
5521335-01-01,565202,ward,Ridgeline Ward
5521335-01-01,2172321,ward,South Rim Ward
5521335-01-01,13463,ward,Stockton Ward
5363268-03-01,141305,ward,Waynesboro Ward
5009282-01-01,2121816,ward,Uzhhorod Branch
5157498-01-01,255726,ward,Pheasant Run Ward
5157498-01-01,215481,ward,Springbrook Ward
5157498-01-01,192295,ward,Wheatridge Ward
5157498-01-01,510939,stake,Roy Utah West Stake
5157498-01-01,510939,stakecenter,Roy Utah West Stake
5237378-01-01,148997,ward,Port Hedland Branch
5237378-01-01,408417,familysearchcenter,Port Hedland Australia Family History Center
5013623-01-01,70629,ward,Kuopio Ward
5013623-01-01,396346,familysearchcenter,Kuopio Finland Family History Center
5294096-01-01,96520,ward,Oneida Branch
5146690-03-01,310344,ward,Naga  2nd Ward
5146690-03-01,181641,ward,Naga  3rd Ward
5146690-03-01,2139200,ward,Naga 4th Ward
5049008-01-01,13994,ward,Beaver  1st Ward
5049008-01-01,10286,ward,Beaver  2nd Ward
5009974-01-01,480932,ward,Legacy 2nd Branch (Care Center)
5013116-01-01,568554,ward,Praderas Ward
5878311-01-01,287202,ward,Bolívar Branch
5405041-01-01,206709,ward,Coppell  1st Ward
5405041-01-01,369713,ward,Coppell  2nd Ward
5405041-01-01,1127977,ward,Coppell 3rd Ward
5991213-01-01,337412,ward,Morrinhos Ward
5282632-01-01,177199,ward,Las Quintas Ward
5282632-01-01,211664,ward,Naguanagua Ward
5181585-01-01,25674,ward,American Falls 1st Ward
5181585-01-01,25666,ward,American Falls 2nd Ward
5181585-01-01,471364,ward.spanish,Pleasant Valley Branch (Spanish)
5181585-01-01,501859,stake,American Falls Idaho Stake
5181585-01-01,501859,stakecenter,American Falls Idaho Stake
5181585-01-01,3356582,familysearchcenter,American Falls Idaho Family History Center
5353769-01-01,294489,ward,Bagabag Branch
5015467-01-01,1242784,ward,Iruekpen 2nd Ward
5416957-01-01,107360,ward,Congreso Ward
5416957-01-01,247162,ward,San Cristóbal Ward
5341663-01-01,138533,ward,Blackwood Ward
5211182-01-01,109029,ward,Chascomus Branch
5112885-01-01,47406,ward,Macclenny Ward
5112885-01-01,3332896,familysearchcenter,MacClenny Florida Family History Center
5440769-01-01,375454,ward,Cheyenne Ridge Ward
5440769-01-01,240400,ward,Durango Ward
5440769-01-01,263583,ward,Grand Canyon Ward
5050626-02-01,13293,ward,Scipio Ward
5513006-01-01,102237,ward,Beacon Hill Ward
5513006-01-01,163511,ward,Greenbluff Ward
5513006-01-01,2106493,ward,Morgan Acres Ward
5513006-01-01,2070421,stake,Spokane Washington Mount Spokane Stake
5513006-01-01,2070421,stakecenter,Spokane Washington Mount Spokane Stake
5513006-01-01,2174138,familysearchcenter,Spokane Washington Mount Spokane Family History Center
5155916-01-01,187666,ward,Fox Hills Ward
5155916-01-01,94,ward,Kearns  8th Ward
5513103-01-01,194360,ward,Mesquite  3rd Ward
5513103-01-01,267015,ward,Mesquite  6th Ward
5513103-01-01,198625,ward.spanish,Virgin Valley Branch (Spanish)
5261791-01-01,205311,ward,Leipzig  2nd Ward
5261791-01-01,300772,ward,Leipzig 1st Ward
5261791-01-01,516902,stake,Leipzig Germany Stake
5261791-01-01,516902,stakecenter,Leipzig Germany Stake
5261791-01-01,393223,familysearchcenter,Leipzig Germany Family History Center
5491703-01-01,327964,ward,Salvatierra Ward
5391938-01-01,2059231,ward,Miramar Ward
5391938-01-01,2174987,ward.portuguese,Miami Gardens Branch (Portuguese)
5391938-01-01,187119,ward.spanish,Miami Lakes Ward (Spanish)
5391938-01-01,527505,stake,Miami Lakes Florida Stake
5391938-01-01,527505,stakecenter,Miami Lakes Florida Stake
5391938-01-01,3372707,familysearchcenter,Miami Lakes Florida Family History Center
5391938-01-01,2170612,familyservices,FL Miami Family Services Agency
5295815-01-01,287342,ward,Santa Rosa 3rd Ward
5013495-01-01,2085909,ward,Carmen Branch
5279100-01-01,167436,ward,Adams-Friendship Ward
5018172-01-01,2129183,ward,Muribenua Branch
5013631-01-01,16756,ward,San Leandro  1st Ward
5013631-01-01,16764,ward.spanish,San Leandro 2nd Ward (Spanish)
5004207-01-01,106844,ward,Invergordon Branch
5004207-01-01,390879,familysearchcenter,Invergordon Scotland Family History Center
5011910-01-01,2057522,ward,Gesco Ward
5395704-01-01,226718,ward,Collaloma Ward
5395704-01-01,201642,ward,Comite del Pueblo Ward
5269733-01-01,302317,ward,Magisterial Ward
5928125-01-01,338850,ward,Zipaquirá Branch
5285836-01-01,146390,ward,Santa Rita Ward
5072875-01-01,235709,ward,Orofero Ward
5072875-01-01,374571,ward,Tepuhapa Ward
5072875-01-01,1184377,ward,Vaiatu Ward
5072875-01-01,407364,familysearchcenter,Paea Tahiti Family History Center
5450470-01-01,341215,ward,Liozon Ward
5441021-02-01,186570,ward,Riverview Branch
5441021-02-01,372099,familysearchcenter,Riverview Missouri Family History Center
5500117-01-01,259403,ward,Dieciseis de Febrero Ward
5500117-01-01,160156,ward,Río Seco Ward
5878431-01-01,322601,ward,La Consulta Branch
5011321-01-01,1060279,ward,Lucas do Rio Verde Branch
5014085-01-01,193232,ward,Libertad Ward
5014085-01-01,221414,ward,Mirador Ward
5014085-01-01,159573,ward,Umacollo Ward
5014085-01-01,512885,stake,Arequipa Perú Umacollo Stake
5014085-01-01,512885,stakecenter,Arequipa Perú Umacollo Stake
5014085-01-01,399515,familysearchcenter,Arequipa Peru Umacollo Family History Center
5009559-01-01,1998536,ward,Sampaloc Branch
5161274-01-01,68454,ward,Maidstone Ward
5161274-01-01,510823,stake,Maidstone England Stake
5161274-01-01,510823,stakecenter,Maidstone England Stake
5161274-01-01,390569,familysearchcenter,Maidstone England Family History Center
5230861-01-01,199656,ward,Nuevo Loarque Ward
5331420-01-01,303925,ward,San Andrés Ward
5260310-01-01,198129,ward,Newtown  1st Ward
5260310-01-01,128503,ward,Pearl City Ward
5260310-01-01,459380,ward.ysa,Waipahu YSA Branch
5424712-01-01,1402005,ward,Lalor Park Ward
5424712-01-01,52515,ward,Quakers Hill Ward
5217962-01-01,309117,ward,Alvorada Ward
5217962-01-01,522317,stake,Manaus Brazil Rio Negro Stake
5217962-01-01,522317,stakecenter,Manaus Brazil Rio Negro Stake
5217962-01-01,860506,institute,Manaus Brazil Institute
5217962-01-01,400823,familysearchcenter,Manaus Brazil Rio Negro Family History Center
5397596-01-01,203203,ward,Nova Odessa Ward
5202531-01-01,56596,ward,Linares 1st Branch
5202531-01-01,321087,ward,Linares 2nd Branch
5202531-01-01,612111,stake,Linares México District
5202531-01-01,612111,stakecenter,Linares México District
5202531-01-01,483494,familysearchcenter,Linares México Family History Center
5010140-01-01,375756,ward,Nzayo Branch
5016678-01-01,368830,ward,Bugasong Branch
5044863-01-01,26239,ward,Woodruff Ward
5428882-01-01,225282,ward,La Colonia Branch
5007116-01-01,1079883,ward,Cordero Ward
5010510-01-01,1524771,ward,Binza Ozone Ward
5010510-01-01,2160579,ward,Ecuries Ward
5183987-01-01,9539,ward,Heber  1st Ward
5183987-01-01,13927,ward,Heber  5th Ward
5183987-01-01,151041,ward,Heber  9th Ward
5308186-01-01,134945,ward,Casas Grandes Ward
5251397-01-01,42323,ward,Red Rock Branch
5251397-01-01,3353176,familysearchcenter,Red Rock Iowa Family History Center
5004846-01-01,562319,ward,Ruwa Ward
5434815-05-01,123889,ward.spanish,Chicago 2nd Ward (Spanish)
5434815-05-01,360600,ward.spanish,Midway Ward (Spanish)
5434815-05-01,371939,familysearchcenter,Chicago Illinois Family History Center
5009152-01-01,1990241,ward,Bragança Branch
5342538-01-01,163635,ward,Prairie  1st Ward
5342538-01-01,189391,ward,Prairie  4th Ward
5342538-01-01,234516,ward,Prairie  7th Ward
5342538-01-01,518891,stake,West Jordan Utah Prairie Stake
5342538-01-01,518891,stakecenter,West Jordan Utah Prairie Stake
5618401-01-01,103799,ward,Toledo  1st Branch
5618401-01-01,299723,ward,Toledo  2nd Branch
5618401-01-01,612928,stake,Toledo Philippines District
5618401-01-01,612928,stakecenter,Toledo Philippines District
5618401-01-01,405973,familysearchcenter,Toledo Philippines Family History Center
5922651-01-01,416959,ward,Country View Ward
5922651-01-01,485187,ward,Pheasant Meadow Ward
5922651-01-01,1213571,ward.ysa,Ogden YSA  1st Ward
5556414-01-01,1236571,ward,Crossroads 1st Ward
5556414-01-01,2064103,ward,Crossroads 2nd Ward
5556414-01-01,380792,ward,Harvest Hills  1st Ward
5556414-01-01,541958,ward,Harvest Hills  8th Ward
5017246-01-01,70173,ward,Rønne Branch
5017246-01-01,395692,familysearchcenter,Rønne Denmark Family History Center
5954658-01-01,462357,ward,Palon Branch
5008115-01-01,298735,ward,Tamugan Branch
5449421-01-01,292729,ward,San Carlos Branch
5970675-01-01,2047942,ward,McDowell Ward
5970675-01-01,192228,ward,Valley View Ward
5970675-01-01,559180,ward.spanish,Valencia Ward (Spanish)
5516838-01-01,139920,ward,Las Mendozas Ward
5190517-01-01,254401,ward,Ampliación Ward
5732115-01-01,374288,ward,Hsi Hu Ward
5024528-01-01,1902350,ward,Canfield Ward
5024528-01-01,25518,ward,Fernan Lake Ward
5024528-01-01,129496,ward,Riverview Ward
5024528-01-01,233951,ward.ysa,Coeur d'Alene YSA Branch
5024528-01-01,503959,stake,Coeur d'Alene Idaho Stake
5024528-01-01,503959,stakecenter,Coeur d'Alene Idaho Stake
5004658-01-01,1721798,ward,Cypress Creek Ward
5004658-01-01,2064294,ward,Harmony Ward
5004658-01-01,1331175,ward,Spring Trails Ward
5004658-01-01,154482,ward,Spring Ward
5266351-01-01,123153,ward,Delicias Ward
5019087-01-01,22683,ward,Sherman Oaks Ward
5188814-01-01,136557,ward,Purranque Branch
5619882-01-01,367508,ward,Paddad Ward
5035635-01-01,50180,ward,Connors Hill Ward
5035635-01-01,50032,ward,Forest Heights Ward
5035635-01-01,276502,ward.studentmarried,Strathcona Married Student Ward
5035635-01-01,507342,stake,Edmonton Alberta Bonnie Doon Stake
5035635-01-01,2154331,stake.ysa,Edmonton Alberta YSA Stake
5035635-01-01,507342,stakecenter,Edmonton Alberta Bonnie Doon Stake
5035635-01-01,2154331,stakecenter,Edmonton Alberta YSA Stake
5261929-01-01,65587,ward,Hagen Ward
5014316-01-01,2102269,ward,Jardinópolis Branch
5610818-01-01,269735,ward,Wakefield Branch
5172861-01-01,70955,ward,Örebro Ward
5172861-01-01,395714,familysearchcenter,Örebro Sweden Family History Center
5008964-01-01,69795,ward,York  1st Ward
5008964-01-01,234591,ward,York  2nd Ward
5008964-01-01,525448,stake,York England Stake
5008964-01-01,525448,stakecenter,York England Stake
5008964-01-01,391239,familysearchcenter,York England Family History Center
5256267-01-01,127450,ward,Mercer Island Ward
5496764-01-01,217492,ward,Jardim Camargo Novo Ward
5334942-01-01,282383,ward,Mintal 1st Ward
5334942-01-01,2024993,ward,Mintal 2nd Ward
5334942-01-01,2029014,stake,Davao Philippines West Stake
5334942-01-01,2029014,stakecenter,Davao Philippines West Stake
5334942-01-01,2049155,familysearchcenter,Davao Philippines West Family History Center
5268796-01-01,171735,ward,Mahina Ward
5268796-01-01,188352,ward,Matavai Ward
5268796-01-01,438227,ward,Tuauru Ward
5268796-01-01,2051028,familysearchcenter,Mahina Tahiti Family History Center
5180449-01-01,148644,ward,Flin Flon Branch
5180449-01-01,3361624,familysearchcenter,Flin Flon Manitoba Family History Center
5122104-01-01,40258,ward,Plainview Branch
5630045-01-01,271942,ward,Korisata Branch
5511127-01-01,187275,ward,Montefresco Ward
5287782-01-01,354333,ward,Las Ceibas Ward
5047102-01-01,29920,ward,Idaho Falls 2nd Ward
5047102-01-01,152617,ward,Sand Creek  1st Ward
5010334-01-01,1616374,ward,Rexburg 22nd Branch (Care Center)
5013518-01-01,2087162,ward,Biyem-Assi Branch
5076595-01-01,1074,ward.studentmarried,Salt Lake Married Student  9th Ward
5076595-01-01,2224,ward.studentmarried,Salt Lake Married Student 12th Ward
5076595-01-01,218545,ward.studentmarried,Salt Lake Married Student 14th Ward
5257778-01-01,171549,ward,Mary Lake Ward
5257778-01-01,22845,ward,Sundial Ward
5275105-01-01,166391,ward,Burley 11th Ward
5275105-01-01,24406,ward,Burley 1st Ward
5275105-01-01,23930,ward,Burley 5th Ward
5275105-01-01,516309,stake,Burley Idaho West Stake
5275105-01-01,516309,stakecenter,Burley Idaho West Stake
5217717-01-01,309486,ward,Parquelândia Ward
5217717-01-01,517968,stake,Fortaleza Brazil West Stake
5217717-01-01,517968,stakecenter,Fortaleza Brazil West Stake
5217717-01-01,400130,familysearchcenter,Fortaleza Brazil West Family History Center
5002195-03-01,205028,ward,Sipocot Ward
5470927-01-01,144215,ward,Innisfail Ward
5182328-01-01,367605,ward,Payson  9th Ward
5182328-01-01,13838,ward,Spring Creek Ward
5238080-01-01,319813,ward,Santa Cruz de Tenerife Ward
5191688-01-01,129518,ward,Ahú Ward
5395461-01-01,258288,ward,José Quiñones Ward
5395461-01-01,182133,ward,Remigio Silva Ward
5229197-01-01,372544,ward,Nogalar Ward
5012758-01-01,2071126,ward,Kwale Branch
5263883-01-01,315869,ward,Olanchito Ward
5263883-01-01,610658,stake,Olanchito Honduras Stake
5263883-01-01,610658,stakecenter,Olanchito Honduras Stake
5263883-01-01,397334,familysearchcenter,Olanchito Honduras Family History Center
5057787-01-01,40495,ward,St Joseph 1st Ward
5057787-01-01,156248,ward,St Joseph 2nd Ward
5057787-01-01,3335801,familysearchcenter,St Joseph Missouri Family History Center
5012312-01-01,2054639,ward,Araripina Branch
5012312-01-01,2133172,stake,Araripina Brazil District
5012312-01-01,2133172,stakecenter,Araripina Brazil District
5304644-01-01,179094,ward,Oistins Branch
5010451-01-01,412430,ward,Siauliai Branch
5010451-01-01,2129299,familysearchcenter,Siauliai Lithuania Family History Center
5002935-01-01,345741,ward,Maracanã Branch
5237890-01-01,70939,ward,Sundsvall Branch
5237890-01-01,396257,familysearchcenter,Sundsvall Sweden Family History Center
5340799-01-01,281662,ward,Mogi Mirim Ward
5204380-01-01,346284,ward,Conselheiro Paulino Ward
5204380-01-01,82058,ward,Nova Friburgo Ward
5204380-01-01,499501,familysearchcenter,Teresópolis Brazil Nova Friburgo Family History Center
5208076-01-01,114405,ward,Cazones Branch
5614406-01-01,248509,ward,Eastridge Ward
5614406-01-01,248495,ward,Spring Meadows Ward
5614406-01-01,389552,ward,Whitaker Ward
5614406-01-01,273325,stake,Tooele Utah East Stake
5614406-01-01,273325,stakecenter,Tooele Utah East Stake
5614406-01-01,3340775,familysearchcenter,Tooele Valley Utah Family History Center
5013572-01-01,2089882,ward,Ozizza Ward
5312019-01-01,24929,ward,Mountain Home  2nd Ward
5312019-01-01,366315,ward,Mountain Home  5th Ward
5312019-01-01,568287,ward,Mountain Home 7th Ward
5312019-01-01,461210,ward.ysa,Mountain Home YSA Branch
5312019-01-01,507083,stake,Mountain Home Idaho Stake
5312019-01-01,507083,stakecenter,Mountain Home Idaho Stake
5269911-01-01,56960,ward,Tuxpan Branch
5012183-01-01,2034182,ward,Yaba 1st Branch
5012183-01-01,2099837,ward,Yaba 2nd Branch
5656656-01-01,304719,ward,Chavadi Branch
5656656-01-01,532835,familysearchcenter,Coimbatore India Family History Center
5002600-01-01,122882,ward,San Sebastián Ward
5002600-01-01,393126,familysearchcenter,San Sebastian Spain Family History Center
5254647-01-01,44296,ward,Buena Vista 1st Ward
5254647-01-01,243302,ward.ysa,Buena Vista YSA 1st Ward
5254647-01-01,371238,ward.ysa,Buena Vista YSA 3rd Ward
5014043-01-01,2067056,ward,Highland Heights Branch
5485142-01-01,328286,ward,Santa Elena Branch
5485142-01-01,2140985,familysearchcenter,Santa Elena Argentina Family History Center
5052076-01-01,14575,ward,Timpanogos Park  1st Ward
5052076-01-01,11010,ward,Timpanogos Park  2nd Ward
5052076-01-01,100722,ward,Timpanogos Park  3rd Ward
5052076-01-01,505889,stake,Orem Utah North Stake
5052076-01-01,505889,stakecenter,Orem Utah North Stake
5019070-01-01,2064189,ward,Gesowa Branch
5214114-01-01,288233,ward,Circunvalación Ward
5052920-01-01,56081,ward,Saleaula Ward
5115876-01-01,6858,ward,Bountiful  7th Ward
5115876-01-01,5525,ward,Bountiful 15th Ward
5115876-01-01,502898,stake,Bountiful Utah South Stake
5115876-01-01,502898,stakecenter,Bountiful Utah South Stake
5264383-01-01,306614,ward,Cancino Ward
5264383-01-01,1002112,familysearchcenter,Santo Domingo Dominican Republic Hainamosa Family History Center
5214939-01-01,302236,ward,Totolapa Ward
5015425-01-01,322296,ward,Rosario de la Frontera Branch
5145066-01-01,335738,ward,Cachambi Ward
5145066-01-01,92428,ward,Engenho de Dentro Ward
5145066-01-01,1628577,stake,Rio de Janeiro Brazil Engenho de Dentro Stake
5145066-01-01,1628577,stakecenter,Rio de Janeiro Brazil Engenho de Dentro Stake
5145066-01-01,399892,familysearchcenter,Engenho de Dentro Brazil Family History Center
5238617-01-01,316008,ward,Huatabampo Branch
5238617-01-01,483478,familysearchcenter,Huatabampo México Family History Center
5524911-01-01,221376,ward,Setembrino de Carvalho Ward
5289475-01-01,107948,ward,Viveros Ward
5143349-01-01,199222,ward.ysa,Brighton YSA Ward
5143349-01-01,158933,ward.ysa,Cottonwood YSA Ward
5143349-01-01,212687,ward.ysa,Union YSA Ward
5143349-01-01,1629573,stake.ysa,Murray Utah YSA Stake
5143349-01-01,1629573,stakecenter,Murray Utah YSA Stake
5000985-01-01,383643,ward,Hudson Oaks Ward
5000985-01-01,38830,ward,Weatherford Ward
5000985-01-01,1052489,ward.ysa,Weatherford YSA Branch
5000985-01-01,487775,stake,Weatherford Texas Stake
5000985-01-01,487775,stakecenter,Weatherford Texas Stake
5000985-01-01,3347680,familysearchcenter,Weatherford Texas Family History Center
5213193-01-01,126381,ward,Elberton Branch
5213193-01-01,427659,familysearchcenter,Elberton Georgia Family History Center
5373646-01-01,193313,ward,Plumerillo 1st Ward
5373646-01-01,255556,ward,Plumerillo 2nd Ward
5348005-01-01,281808,ward,Petrolina 1st Ward
5241065-01-01,139831,ward,La Palma Ward
5501458-01-01,415820,ward,El Fuerte Ward
5501458-01-01,362956,ward,La Colorada Ward
5501458-01-01,440574,ward,Roca y Coronado Ward
5501458-01-01,511218,stake,Santa Cruz Bolivia La Colorada Stake
5501458-01-01,511218,stakecenter,Santa Cruz Bolivia La Colorada Stake
5501458-01-01,2104784,familysearchcenter,Santa Cruz Bolivia La Colorada Family History Center
5958855-01-01,46191,ward,Pioneer Ward
5958855-01-01,227501,ward.ysa,Lexington YSA Branch
5958855-01-01,2031949,ward.spanish,Camino Branch (Spanish)
5958855-01-01,432873,stake,Lexington Kentucky North Stake
5958855-01-01,432873,stakecenter,Lexington Kentucky North Stake
5291232-01-01,146811,ward,Bridlington Ward
5010133-01-01,1995677,ward,Gandara Branch
5561280-01-01,380962,ward,Belén Ward
5561280-01-01,2100134,ward,La Ribera Ward
5561280-01-01,560316,familysearchcenter,Alajuela Costa Rica Belén Family History Center
5014899-01-01,2115301,ward,Goningora Ward
5123933-02-01,34045,ward,Teec Nos Pos Branch
5258391-01-01,274607,ward,River Ridge Ward
5258391-01-01,25534,ward,Suncrest Ward
5515378-01-01,357170,ward,Mayoraz Ward
5344395-01-01,182443,ward,Lupon Branch
5225396-01-01,262277,ward,Chilpan Ward
5219906-01-01,137944,ward,Ayotla Ward
5788846-01-01,286435,ward,Arrecife Ward
5060176-01-01,32328,ward,Dana Ward
5060176-01-01,35114,ward,Solomon Ward
5060176-01-01,159069,ward.spanish,Liahona 1st Ward (Spanish)
5491975-01-01,203971,ward,Cantera Ward
5491975-01-01,265462,ward,Cuauhtémoc Ward
5491975-01-01,216402,ward,Santa Cecilia Ward
5491975-01-01,388068,stake,México City Tenayo Stake
5491975-01-01,388068,stakecenter,México City Tenayo Stake
5491975-01-01,477109,familysearchcenter,México City Tenayo Family History Center
5566002-01-01,299715,ward,Compostela Branch
5018455-01-01,18856,ward,Sequoia Ward
5018455-01-01,550361,ward.spanish,Simi 6th Branch (Spanish)
5271932-01-01,169870,ward,Meadow Valley Ward
5498260-01-01,347523,ward,Valle Dorado Ward
5417163-01-01,313939,ward,Villa Hayes Branch
5004780-01-01,48194,ward,Jarrettown Ward
5004780-01-01,503347,stake,Philadelphia Pennsylvania Stake
5004780-01-01,503347,stakecenter,Philadelphia Pennsylvania Stake
5158613-01-01,31402,ward,Lakeland  1st Ward
5158613-01-01,236721,ward,Lakeland 2nd Ward
5158613-01-01,2023377,ward,Timberlake Ward
5016807-01-01,477508,ward,Rumuchie Ward
5926548-02-01,421448,ward,Cedar Hills 11th Ward
5926548-02-01,480290,ward,Cedar Hills 14th Ward
5926548-02-01,1060694,ward,Cedar Hills 16th Ward
5016010-01-01,19461,ward,Imperial Beach Ward
5016010-01-01,2034654,ward.spanish,San Ysidro Ward (Spanish)
5030668-01-01,53201,ward,Manutuke Branch
5033950-01-01,31852,ward,Paonia Ward
5033950-01-01,3332276,familysearchcenter,Paonia Colorado Family History Center
5912460-01-01,373362,ward,Juazeiro do Norte Ward
5912460-01-01,2069059,ward,Tiradentes Ward
5912460-01-01,471461,stake,Juazeiro do Norte Brazil Stake
5912460-01-01,471461,stakecenter,Juazeiro do Norte Brazil Stake
5912460-01-01,499544,familysearchcenter,Juazeiro do Norte Brazil Family History Center
5078172-01-01,57789,ward,Cuautlixco Ward
5078172-01-01,1075683,ward,Manantiales Ward
5023599-01-01,63843,ward,Marseille Ward
5023599-01-01,392146,familysearchcenter,Marseille Borely France Family History Center
5619378-01-01,271918,ward,President Roxas Branch
5162289-01-01,13501,ward,Lakeside  2nd Ward
5162289-01-01,272701,ward,Lakeside 14th Ward
5162289-01-01,169390,ward.nativeamerican,Franklin  2nd Ward
5162289-01-01,501824,stake,Provo Utah West Stake
5162289-01-01,501824,stakecenter,Provo Utah West Stake
5837766-01-01,1209582,ward,Mpasa 2nd Ward
5837766-01-01,2040905,ward,Mpasa 3rd Ward
5004926-01-01,42994,ward,Arlington 1st Ward
5004926-01-01,568953,ward,Arlington 2nd Ward
5004926-01-01,150177,ward.ysa,Langley YSA Ward
5463211-01-01,194123,ward,Fountain Hills Ward
5011160-01-01,2090538,ward,Grajales Branch
5878725-01-01,375446,ward,Villa General Belgrano Branch
5225426-01-01,568309,ward,Colinas Ward
5225426-01-01,262242,ward,Los Lirios Ward
5203228-01-01,207675,ward,Independencia Ward
5203228-01-01,114359,ward,Jardín Ward
5954964-01-01,276839,ward,Kabuna Branch
5041260-01-01,5436,ward,Val Verda  3rd Ward
5041260-01-01,7218,ward,Val Verda  6th Ward
5041260-01-01,103977,ward,Val Verda  8th Ward
5041260-01-01,505528,stake,Bountiful Utah Val Verda Stake
5041260-01-01,505528,stakecenter,Bountiful Utah Val Verda Stake
5154162-01-01,159360,ward,Olympic Park 1st Ward
5154162-01-01,444448,ward.spanish,Olympic Park 3rd Ward (Spanish)
5154162-01-01,512109,stake,Kearns Utah Central Stake
5154162-01-01,512109,stakecenter,Kearns Utah Central Stake
5154162-01-01,1191772,familysearchcenter,Kearns Utah Hispanic Family History Center
5016065-01-01,335568,ward,Pointe-Noire Ward
5035481-01-01,101222,ward,Southview Ward
