meetinghouse_id,assignment_id,assignment_type,assignment_name
5240948-01-01,461393,stake,Puerto Plata Dominican Republic Stake
5240948-01-01,461393,stakecenter,Puerto Plata Dominican Republic Stake
5254922-01-01,161454,ward,Gaylord Branch
5254922-01-01,3371816,familysearchcenter,Gaylord Michigan Family History Center
5362385-01-01,124796,ward,Gibsonia Ward
5003073-01-01,320447,ward,Umtata Branch
5178878-01-01,158798,ward,Fort Bridger Ward
5178878-01-01,158801,ward,Lyman 4th Ward
5178878-01-01,168726,ward,Mountain View  3rd Ward
5178878-01-01,1978764,ward,Urie Ward
5178878-01-01,508608,stake,Lyman Wyoming Stake
5178878-01-01,508608,stakecenter,Lyman Wyoming Stake
5178878-01-01,3343065,familysearchcenter,Lyman Wyoming Family History Center
5259665-01-01,280925,ward,Jeongeup Ward
5878659-01-01,350451,ward,Aeroparque Ward
5562171-01-01,375942,ward,La Aldea Ward
5562171-01-01,2068958,stake,El Carmen Honduras Stake
5562171-01-01,2068958,stakecenter,El Carmen Honduras Stake
5362423-01-01,193755,ward,Concho Branch
5011632-01-01,2058960,ward,Ocotal Branch
5507790-01-01,76996,ward,Frederick 1st Ward
5507790-01-01,1983040,ward,Urbana Ward
5507790-01-01,266205,ward,Walkersville Ward
5507790-01-01,2075172,ward.ysa,Frederick YSA Branch
5017789-01-01,2171708,ward,Tiradentes Branch
5369940-01-01,226696,ward,Bringhurst Ward
5369940-01-01,164801,ward,Paradise Ward
5398258-01-01,203874,ward,Mangabeira  1st Ward
5398258-01-01,357871,ward,Mangabeira  2nd Ward
5435137-01-01,228419,ward,Tarlac  5th Ward
5003106-01-01,264857,ward,Aldea Ward
5003106-01-01,550981,ward,Paraíso Ward
5001832-01-01,485306,ward,Ciudad España Ward
5001832-01-01,2182084,familysearchcenter,Honduras Bulevar Ciudad España Family History Center
5635829-01-01,264032,ward,Cedar Hollow  4th Ward
5635829-01-01,363774,ward,Cedar Hollow  5th Ward
5635829-01-01,1986309,ward,Cedar Hollow 8th Ward
5150299-01-01,116769,ward,Cedar 16th Ward
5150299-01-01,259969,ward,Cedarview Ward
5150299-01-01,296384,ward,Mesa Hills Ward
5908188-01-01,387649,ward,Duncomb Hollow Branch (Correctional Facility)
5436486-01-01,215511,ward,La Bota Ward
5295300-01-01,287024,ward,Nueva Gaiman Branch
5204321-02-01,47058,ward,Milledgeville Ward
5204321-02-01,3333027,familysearchcenter,Milledgeville Georgia Family History Center
5907582-01-01,2173654,ward,Fox Canyon Ward
5907582-01-01,496596,ward,Traverse Mountain  4th Ward
5907582-01-01,1609378,ward,Traverse Mountain  9th Ward
5907582-01-01,486701,stake,Lehi Utah Traverse Mountain Stake
5907582-01-01,486701,stakecenter,Lehi Utah Traverse Mountain Stake
5376645-01-01,221120,ward,Nansemond River Ward
5376645-01-01,432857,ward,Smithfield Ward
5376645-01-01,519294,stake,Chesapeake Virginia Stake
5376645-01-01,519294,stakecenter,Chesapeake Virginia Stake
5376645-01-01,3349144,familysearchcenter,Bennetts Creek Virginia Family History Center
5416817-01-01,227218,ward,Campestre Ward
5013826-01-01,346373,ward,Campos Novos Branch
5031338-01-01,61964,ward,Rio Claro  1st Ward
5262607-01-01,312983,ward,Mangomarca Ward
5891445-01-01,1060066,ward,Heath Ward
5891445-01-01,2133962,ward,Rockwall  1st Ward
5891445-01-01,167967,ward,Rockwall  2nd Ward
5891445-01-01,2063417,ward,Royse City Ward
5891445-01-01,1903853,stake,Heath Texas Stake
5891445-01-01,1903853,stakecenter,Heath Texas Stake
5891445-01-01,3347559,familysearchcenter,Heath Texas Family History Center
5045673-01-01,19208,ward,Francisco Park Ward
5045673-01-01,93912,ward,Greenbriar Ward
5045673-01-01,504394,stake,Las Vegas Nevada Paradise Stake
5045673-01-01,504394,stakecenter,Las Vegas Nevada Paradise Stake
5264618-01-01,280186,ward,Misawa Branch
5264618-01-01,72117,ward.military,Misawa Military Ward
5264618-01-01,611018,stake,Aomori Japan District
5264618-01-01,611018,stakecenter,Aomori Japan District
5264618-01-01,3342581,familysearchcenter,Misawa Japan Family History Center
5423112-01-01,252271,ward,Jereissati  2nd Ward
5423112-01-01,218642,ward,Rio Ward
5221528-01-01,126039,ward,Trinidad Ward
5268346-01-01,266566,ward.ysa,Baltimore YSA Ward
5268346-01-01,225444,ward.spanish,Alameda Branch (Spanish)
5467365-01-01,1995715,ward.french,Shawinigan Branch
5467365-01-01,419915,familysearchcenter,Trois-Rivieres Quebec Family History Center
5067138-01-01,531,ward,Taylorsville  3rd Ward
5067138-01-01,88811,ward,Taylorsville 15th Ward
5300258-01-01,80691,ward,Bacolod 1st Ward
5300258-01-01,514632,stake,Bacolod Philippines Stake
5300258-01-01,514632,stakecenter,Bacolod Philippines Stake
5300258-01-01,863262,institute,Bacolod Philippines Institute
5300258-01-01,414476,employmentcenter,Bacolod Philippines PEF Self-Reliance Center
5300258-01-01,404985,familysearchcenter,Bacolod Philippines Family History Center
5074142-01-01,364711,ward,Modelo Ward
5074142-01-01,112658,ward,Pitic Ward
5074142-01-01,518719,stake,Hermosillo México Pitic Stake
5074142-01-01,518719,stakecenter,Hermosillo México Pitic Stake
5074142-01-01,397601,familysearchcenter,Hermosillo Mexico Pitic Family History Center
5014966-01-01,1744976,ward,El Chama Ward
5640409-01-01,2033496,ward,Lagoon Ward
5018668-01-01,63142,ward,Lübeck Ward
5018668-01-01,392197,familysearchcenter,Lübeck Germany Family History Center
5234549-01-01,148024,ward,Ikot Anang 1st Ward
5234549-01-01,2155427,ward,Ikot Anang 2nd Ward
5017920-01-01,48046,ward,Red Star Ward
5017920-01-01,3347761,familysearchcenter,Red Star Mississippi Family History Center
5001104-01-01,324531,ward,Jinotega Ward
5012453-01-01,463558,ward,Corumbá Branch
5220998-01-01,146692,ward,Cuilapa Branch
5220998-01-01,610437,stake,Cuilapa Guatemala District
5220998-01-01,610437,stakecenter,Cuilapa Guatemala District
5220998-01-01,468622,familysearchcenter,Cuilapa Guatemala Family History Center
5516269-01-01,324302,ward,San Judas Ward
5018176-01-01,355453,ward,Vicente Guerrero Branch
5466946-01-01,270342,ward,Liberty Ward
5466946-01-01,2131595,ward,Mason Ward
5466946-01-01,174424,ward,West Chester Ward
5466946-01-01,517380,stake,Cincinnati Ohio North Stake
5466946-01-01,517380,stakecenter,Cincinnati Ohio North Stake
5466946-01-01,3366529,familysearchcenter,West Chester Ohio Family History Center
5016795-01-01,273872,ward,Ubakala 1st Ward
5497035-01-01,353280,ward,Castanhal Ward
5497035-01-01,2138751,ward,Milagre Ward
5497035-01-01,269069,ward,Nova Olinda Ward
5497035-01-01,617466,stake,Castanhal Brazil Stake
5497035-01-01,617466,stakecenter,Castanhal Brazil Stake
5497035-01-01,468991,familysearchcenter,Castanhal Brazil Family History Center
9507116-01-01,378577,ward,Price 12th Branch (Correctional Facility)
5389372-01-01,334715,ward,Langata Branch
5389372-01-01,2036886,familysearchcenter,Langata Kenya Family History Center
5306450-01-01,311022,ward,Asahikawa 2nd Ward
5526760-01-01,264377,ward,Espinar Ward
5186404-01-01,118168,ward,Valladolid Branch
5186404-01-01,393835,familysearchcenter,Valladolid Spain Family History Center
5394996-01-01,303879,ward,Pacasmayo Branch
5394996-01-01,2102463,familysearchcenter,Pacasmayo Peru Family History Center
5251672-01-01,302333,ward,Autlán Branch
5282268-01-01,312975,ward,Boyaca Ward
5282268-01-01,258156,ward,La Aurora Ward
5282268-01-01,521248,stake,Machala Ecuador Stake
5282268-01-01,521248,stakecenter,Machala Ecuador Stake
5016840-01-01,322555,ward,Las Heras Ward
5323398-01-01,208248,ward,Quail Valley Ward
5323398-01-01,2069091,ward,Serenity Hills Ward
5323398-01-01,1425579,ward,Stone Cliff Ward
5323398-01-01,1982141,stake,St George Utah Boulder Ridge Stake
5323398-01-01,1982141,stakecenter,St George Utah Boulder Ridge Stake
5389844-01-01,289612,ward,Barahona Batey Branch
5237688-01-01,317055,ward,Swan Hill Branch
5237688-01-01,407852,familysearchcenter,Swan Hill Australia Family History Center
5156769-01-01,215597,ward,Bolivar Ward
5156769-01-01,104116,ward,Quevedo Ward
5156769-01-01,527483,stake,Quevedo Ecuador South Stake
5156769-01-01,527483,stakecenter,Quevedo Ecuador South Stake
5156769-01-01,402540,familysearchcenter,Quevedo Ecuador Sur Family History Center
5185815-01-01,100854,ward,Vienna  3rd Ward
9501800-01-01,375152,ward,Chancellor Branch (Care Center)
5025907-01-01,542946,ward,Kenmore Ward
5025907-01-01,542954,ward,Richlands Ward
5443873-01-01,237450,ward,Periperi Ward
5001288-01-01,249653,ward,Malvinas Argentinas Ward
5347599-01-01,550728,ward,Belo Horizonte Ward
5347599-01-01,281514,ward,Mossoró Ward
5347599-01-01,499366,stake,Mossoró Brazil Stake
5347599-01-01,499366,stakecenter,Mossoró Brazil Stake
5347599-01-01,402184,familysearchcenter,Mossoró Brazil District Family History Center
5053250-01-01,71161,ward,Matsumoto Branch
5053250-01-01,610224,stake,Nagano Japan District
5053250-01-01,610224,stakecenter,Nagano Japan District
5417643-01-01,197092,ward,Universitario Ward
5069858-01-01,36765,ward,Sterling Ward
5069858-01-01,3332381,familysearchcenter,Sterling Colorado Family History Center
5136326-01-01,498556,ward,Huffman Ward
5136326-01-01,90220,ward,Rabbit Creek Ward
5136326-01-01,180572,ward,Temple View Ward
5136326-01-01,503649,stake,Anchorage Alaska Stake
5136326-01-01,503649,stakecenter,Anchorage Alaska Stake
5329671-01-01,289396,ward,Pueblo Abajo Branch
5158745-01-01,117714,ward,North Canyon  3rd Ward
5158745-01-01,6912,ward,North Canyon  5th Ward
5158745-01-01,479322,ward.tongan,Bountiful  6th Ward (Tongan)
5972728-01-01,1894803,ward,Los Héroes Ward
5972728-01-01,332690,ward,Valsequillo Ward
5972728-01-01,507539,stake,Puebla México Valsequillo Stake
5972728-01-01,507539,stakecenter,Puebla México Valsequillo Stake
5972728-01-01,398225,familysearchcenter,Puebla Mexico Valsequillo Family History Center
5015657-01-01,493546,ward.french,Lévis Branch
5682207-01-01,370312,ward,St Marys Branch
5682207-01-01,438502,familysearchcenter,St Marys Ohio Family History Center
5288800-01-01,189103,ward,Atlicpac Ward
5288800-01-01,2000040,ward,Revolución Ward
5110467-01-01,104760,ward,Soda Springs  5th Ward
5110467-01-01,30201,ward,Soda Springs 1st Ward
5110467-01-01,2131722,ward,Soda Springs 7th Ward
5298636-01-01,246883,ward,Libertad Ward
5315476-01-01,305847,ward,Azogues Ward
5009935-01-01,429627,ward,Farmington Bay Branch (Correctional Facility)
5313686-01-01,211346,ward,Tijuco Preto Ward
5313686-01-01,521914,stake,São Carlos Brazil Stake
5313686-01-01,521914,stakecenter,São Carlos Brazil Stake
5413141-01-01,300500,ward,Chiclana de la Frontera Ward
5413141-01-01,394602,familysearchcenter,Chiclana de la Frontera Spain Family History Center
5457033-01-01,205524,ward,Cerro Batea Ward
5457033-01-01,324779,ward,Torrijos Carter Ward
5017432-01-01,2157853,ward,Ozuoba-Rumukwachi Branch
5562139-01-01,362905,ward,Tierra Blanca Branch
5248973-01-01,127906,ward,Bellavista Ward
5248973-01-01,514586,stake,Quevedo Ecuador North Stake
5248973-01-01,514586,stakecenter,Quevedo Ecuador North Stake
5248973-01-01,459453,familysearchcenter,Quevedo Ecuador Norte Family History Center
5995450-01-01,274909,ward,Mengo Ward
5656966-01-01,260045,ward,Nalaikh Branch
5656966-01-01,2156555,familysearchcenter,Nalaikh Mongolia Family History Center
5247926-01-01,56316,ward,Brownwood Ward
5625254-01-01,226378,ward,Hobble Creek  8th Ward
5625254-01-01,273201,ward,Hobble Creek 11th Ward
5625254-01-01,496537,ward,Hobble Creek 15th Ward
5879850-01-01,550426,ward,Kimberly 4th Ward
5879850-01-01,2111918,ward,Kimberly 7th Ward
5879850-01-01,550418,ward,Twin Falls 19th Ward
5176409-01-01,89133,ward,Fundidora Ward
5187362-01-01,55530,ward,Falealupo Ward
5014120-01-01,220264,ward,Villa María Branch
5013440-01-01,380377,ward,Manolo Fortich Branch
5119073-01-01,8761,ward,Bountiful  2nd Ward
5119073-01-01,6386,ward,Kimball Mill Ward
5185068-01-01,164186,ward,Lakeside  7th Ward
5185068-01-01,259853,ward,Lakeside 10th Ward
5185068-01-01,1011073,ward.ysa,Provo YSA 213th Ward
5359554-01-01,313319,ward,Victoria Branch
5359554-01-01,2108224,familysearchcenter,Parana Argentina Victoria Family History Center
5004852-01-01,282766,ward,Limay Ward
5222796-01-01,160288,ward,Alpine  6th Ward
5222796-01-01,222593,ward,Alpine  9th Ward
5222796-01-01,419168,ward,Mountainville  3rd Ward
5764084-01-01,530964,ward,Sand Springs Ward
5764084-01-01,1980114,ward,Wheatfield Ward
5764084-01-01,2041049,ward,Wild Horse Springs Ward
5007261-01-01,1060880,ward,Jatobá Ward
5007261-01-01,2177374,familysearchcenter,Jatoba Brazil Family History Center
5897645-01-01,341606,ward,Libon Branch
5296080-01-01,1957430,ward,Marquês Ward
5296080-01-01,281352,ward,Teresina Ward
5296080-01-01,522538,stake,Teresina Brazil Stake
5296080-01-01,522538,stakecenter,Teresina Brazil Stake
5296080-01-01,401617,familysearchcenter,Teresina Brazil Family History Center
5232805-01-01,41505,ward,McAlester Ward
5232805-01-01,3352366,familysearchcenter,McAlester Oklahoma Family History Center
5199735-01-01,121983,ward,Laguna Ward
5199735-01-01,134988,ward,Obrera Ward
5199735-01-01,500356,stake,Colonia Juárez México Stake
5199735-01-01,500356,stakecenter,Colonia Juárez México Stake
5199735-01-01,2077353,familysearchcenter,Colonia Juárez 2 México Family History Center
5118360-01-02,857572,institute,Columbia Missouri Institute
5118360-01-02,121142,ward.ysa,Columbia YSA Branch
5441579-01-01,246840,ward,López Camelo Ward
5066565-01-01,162620,ward.tongan,Liberty 3rd Ward (Tongan)
5066565-01-01,234885,ward.tongan,Pioneer Ward (Tongan)
5066565-01-01,522155,stake.tongan,Salt Lake Utah Stake (Tongan)
5066565-01-01,522155,stakecenter,Salt Lake Utah Stake (Tongan)
5193176-01-01,44539,ward,Camden Ward
5193176-01-01,1084518,ward,Elgin Ward
5193176-01-01,3366790,familysearchcenter,Camden South Carolina Family History Center
5128692-01-01,163228,ward,Agua Azul Ward
5005535-01-01,1227777,ward,Mount Hagen Branch
5459419-01-01,214329,ward,Satélite Ward
5343003-01-01,204463,ward,Live Oak Canyon Ward
5343003-01-01,195480,ward,Santa Margarita Ward
5343003-01-01,355119,ward,Tijeras Canyon Ward
5343003-01-01,522007,stake,Santa Margarita California Stake
5343003-01-01,522007,stakecenter,Santa Margarita California Stake
5343003-01-01,498424,familysearchcenter,Santa Margarita California Family History Center
5015346-01-01,2104326,ward,Breman Brakwa Branch
5921409-02-01,2133881,ward,Brigham Park Ward
5921409-02-01,1022474,ward,Porter Way Ward
5921409-02-01,2065002,ward,Rockwood Ward
5921409-02-01,2173573,stake,Lake Point Utah Stake
5921409-02-01,2173573,stakecenter,Lake Point Utah Stake
5496896-01-01,346268,ward,Lomanto Ward
5619122-01-01,368474,ward,Mahaplag Branch
5384796-01-01,295760,ward,Vyborg Ward
5284619-01-01,187836,ward,Burpengary Ward
5284619-01-01,1682776,ward,Centenary Lakes Ward
5284619-01-01,2038293,ward,Narangba Valley Ward
5284619-01-01,2152444,ward,North Lakes Ward
5284619-01-01,519073,stake,Brisbane Australia North Stake
5284619-01-01,519073,stakecenter,Brisbane Australia North Stake
5284619-01-01,407763,familysearchcenter,Burpengary Australia Family History Center
5066077-01-01,1597,ward,Highland Springs Ward
5066077-01-01,434,ward,Winderbrook Ward
5066077-01-01,503029,stake,Salt Lake Winder Stake
5066077-01-01,503029,stakecenter,Salt Lake Winder Stake
5066077-01-01,3341496,familysearchcenter,Salt Lake Winder Family History Center
5196329-01-01,45136,ward,Adrian Ward
5196329-01-01,3371778,familysearchcenter,Adrian Michigan Family History Center
5495814-01-01,353442,ward,América Ward
5008804-01-01,54984,ward,Lufilufi Ward
5008804-01-01,521752,stake,Upolu Samoa North Stake
5008804-01-01,521752,stakecenter,Upolu Samoa North Stake
5233402-01-01,88153,ward,Villa Flora Ward
5170419-01-01,111945,ward,New Castle Branch
5185165-01-01,174831,ward,Arlington Ward
5185165-01-01,174858,ward,Belmont 1st Ward
5185165-01-01,365750,ward,Belmont 2nd Ward
5014462-01-01,351377,ward,Chiclín Ward
5016075-01-01,2132141,ward,Ijoko Branch
5493439-01-01,327182,ward,Insurgentes Ward
5065429-01-01,2542,ward,Little Cottonwood  9th Ward
5065429-01-01,97691,ward,Little Cottonwood 14th Ward
5065429-01-01,189960,ward,Little Cottonwood 20th Ward
5065429-01-01,526339,stake,Salt Lake Little Cottonwood Stake
5065429-01-01,526339,stakecenter,Salt Lake Little Cottonwood Stake
5423007-01-01,211974,ward,Benedito Bentes Ward
5423007-01-01,2154285,ward,Cachoeira do Meirim Ward
5423007-01-01,2031094,ward,Pratagy Ward
5383560-01-01,197602,ward,Espoo  1st Ward
5383560-01-01,378992,ward,Espoo  2nd Ward
5383560-01-01,395889,familysearchcenter,Espoo Finland Family History Center
5264375-01-01,196673,ward,Maria Auxiliadora Ward
5358485-01-01,284750,ward,La Rita Ward
5204585-01-01,35750,ward,Roundup Branch
5525683-01-01,343013,ward,Awi Branch
5525683-01-01,2092328,ward,Ayeabam Branch
5023734-01-01,235059,ward.spanish,Sespe Branch (Spanish)
5497558-01-01,221317,ward,Rochdale Ward
5437091-01-01,196436,ward,El Tejar Ward
6000258-01-01,226726,ward,Green Valley  3rd Ward
6000258-01-01,472123,ward,Green Valley  7th Ward
6000258-01-01,555681,ward,Green Valley 8th Branch (Retirement)
5004675-01-01,42501,ward,Camden Ward
5004675-01-01,560170,ward,Dover Ward
5004675-01-01,1884182,stake,Dover Delaware Stake
5004675-01-01,1884182,stakecenter,Dover Delaware Stake
5004675-01-01,3332535,familysearchcenter,Dover Delaware Family History Center
5134897-01-01,34703,ward,Fort Benton Ward
5134897-01-01,3336190,familysearchcenter,Fort Benton Montana Family History Center
5303060-01-01,45594,ward,Vicksburg Ward
5907222-01-01,445398,ward,Union Park  8th  Branch (Care Center)
6005748-01-01,437115,ward,La Concordia Ward
5223458-01-01,35475,ward,Rifle 1st Ward
5223458-01-01,352608,ward,Rifle 2nd Ward
5223458-01-01,503525,stake,Rifle Colorado Stake
5223458-01-01,503525,stakecenter,Rifle Colorado Stake
5223458-01-01,3332233,familysearchcenter,Rifle Colorado Family History Center
5052629-01-01,55212,ward,Saleilua 1st Ward
5052629-01-01,2086042,ward,Saleilua 2nd Ward
5052629-01-01,450618,familysearchcenter,Upolu Samoa Saleilua Family History Center
5033365-01-01,143979,ward,Lancaster Ward
5258790-01-01,112003,ward,Tappahannock Ward
5258790-01-01,3352722,familysearchcenter,Tappahannock Virginia Family History Center
5443253-01-01,230405,ward,Lauro de Freitas 1st Ward
5443253-01-01,2081792,ward,Lauro de Freitas 2nd Ward
5152925-01-01,139580,ward,Chungho 1st Ward
5152925-01-01,2058189,ward,Chungho 2nd Ward
5152925-01-01,88560,ward,Yungho Ward
5152925-01-01,488496,familysearchcenter,Taipei Taiwan West Family History Center
5394368-01-01,2092581,ward,Bacayan Ward
5394368-01-01,200409,ward,Talamban Ward
5009687-01-01,2004186,ward,Andokoi Ward
5724864-01-01,274771,ward,Punta de Piedras Ward
5044871-01-01,25763,ward,Connell  1st Ward
5044871-01-01,412201,ward.spanish,Connell 2nd Branch (Spanish)
5015900-01-01,387711,ward,Kaluga Branch
5285437-01-01,314145,ward,Foailuga Ward
5479967-01-01,297992,ward,Hilongos Branch
5010472-01-01,545996,ward,Alexandra Ward
5267404-01-01,102660,ward,Eureka Branch
5005401-01-01,125407,ward,Raymond  5th Ward
5005401-01-01,172707,ward,Raymond  6th Ward
5005401-01-01,273724,ward,Raymond  8th Ward
5005401-01-01,2161451,ward,Raymond 11th Ward
5051908-01-01,129623,ward,Wasatch  2nd Ward
5051908-01-01,133280,ward,Wasatch  4th Ward
5051908-01-01,512931,stake,Cottonwood Heights Utah Wasatch Stake
5051908-01-01,512931,stakecenter,Cottonwood Heights Utah Wasatch Stake
5051908-01-01,3340767,familysearchcenter,Salt Lake Wasatch Family History Center
5479142-01-01,215724,ward,Canarana Ward
5479142-01-01,269697,ward,Êxodo Ward
5479142-01-01,474479,stake,Manaus Brazil Samaúma Stake
5479142-01-01,474479,stakecenter,Manaus Brazil Samaúma Stake
5479142-01-01,1173561,familysearchcenter,Manaus Brazil Samaúma Family History Center
5010445-01-01,2024713,ward,Mascarenha Ward
5446759-01-01,198447,ward,Del Norte Ward
5505216-01-01,191795,ward,Banbury Ward
5505216-01-01,1102362,ward,Wedgewood Ward
5505216-01-01,443654,ward.ysa,Boise YSA 3rd Ward
5032954-01-01,7285,ward.ysa,Ogden YSA  3rd Ward
5032954-01-01,438030,stake.ysa,Ogden Utah YSA 2nd Stake
5032954-01-01,438030,stakecenter,Ogden Utah YSA 2nd Stake
5469236-01-01,329347,ward,Belmopan Branch
5244218-01-01,214876,ward,Armonía Ward
5244218-01-01,180777,ward,Canevaro Ward
5244218-01-01,164593,ward,Jardín Ward
5244218-01-01,74918,ward,San Juan Ward
5244218-01-01,512052,stake,Lima Perú San Juan Stake
5244218-01-01,512052,stakecenter,Lima Perú San Juan Stake
5142210-01-01,109703,ward,Bonanza Ward
5142210-01-01,191507,ward,Pantano Ward
5142210-01-01,172138,ward.ysa,Tucson YSA 2nd Ward
5119812-01-01,75485,ward,Midvale  7th Ward
5119812-01-01,87475,ward,Midvale  8th Ward
5004096-01-01,356514,ward,Arad Branch
5197678-01-01,228982,ward,Rivera Chico North Ward
5397847-01-01,323551,ward,Bebedouro Ward
5345073-01-01,191450,ward,Mayantoc Ward
5014592-01-01,2099713,ward,Petit Bassam Ward
5479061-01-01,101958,ward,Americana 1st Ward
5479061-01-01,352314,ward,Americana 2nd Ward
5479061-01-01,523798,stake,Americana Brazil Stake
5479061-01-01,523798,stakecenter,Americana Brazil Stake
5479061-01-01,401285,familysearchcenter,Americana Brazil Family History Center
5202094-01-01,151920,ward,Brenham Branch
5459257-01-01,237310,ward,Boa Vista Ward
5459257-01-01,2119358,ward,Cohab II Branch
5016239-01-01,2138336,ward,Nyabondo Branch
5771897-01-01,2057905,ward,Chaska Ward
5771897-01-01,386480,ward,Waconia Ward
5002814-01-01,548642,ward,Ojo de Agua Branch
5255910-01-01,134589,ward,Grantsville  7th Ward
5255910-01-01,354473,ward,Grantsville  9th Ward
5255910-01-01,2059053,ward,Grantsville 15th Ward
5399491-01-01,331910,ward,Camaçari  1st Ward
5003825-01-01,1942247,ward,Germania Ward
5003825-01-01,2077752,ward,Manantial Ward
5003825-01-01,555592,ward,Tizatillo Ward
5003825-01-01,1544977,stake,Tegucigalpa Honduras Loarque Stake
5003825-01-01,1544977,stakecenter,Tegucigalpa Honduras Loarque Stake
5983098-01-01,2117177,ward,Blackhawk Ward
5983098-01-01,484369,ward,Old Settlers Ward
5983098-01-01,254118,ward,Round Rock Ward
5983098-01-01,565199,ward,Teravista Ward
5014455-01-01,537047,ward,El Torno Branch
5054133-02-01,12041,ward,Hatch Ward
5152291-01-01,36285,ward,Alkali Creek Ward
5152291-01-01,133833,ward,Hilltop Ward
5152291-01-01,100765,ward,Lake Hills Ward
5152291-01-01,509337,stake,Billings Montana East Stake
5152291-01-01,509337,stakecenter,Billings Montana East Stake
5415179-02-01,135054,ward,Shibetsu Branch
5172721-01-01,157074,ward,Cibola Ward
5172721-01-01,31704,ward,Rancho Sereno Ward
5172721-01-01,2075563,ward,Yuma County Branch (Correctional Facility)
5172721-01-01,502901,stake,Yuma Arizona Stake
5172721-01-01,502901,stakecenter,Yuma Arizona Stake
5172721-01-01,3326276,familysearchcenter,Yuma Arizona Family History Center
5618487-01-01,368202,ward,Kalikid Branch
5419255-01-01,224405,ward,Columbia Village Ward
5419255-01-01,270105,ward,Oregon Trail Ward
5395429-01-01,338710,ward,Buenos Aires Ward
5395429-01-01,292257,ward,Pampa Grande Ward
5018773-03-01,35513,ward,San Carlos Branch
5280311-01-01,97594,ward,Morelos Ward
5280311-01-01,202525,ward,Nuevo Hidalgo Ward
5280311-01-01,516678,stake,Pachuca México Stake
5280311-01-01,516678,stakecenter,Pachuca México Stake
5280311-01-01,397857,familysearchcenter,Pachuca Mexico Family History Center
5014688-01-01,2112884,ward,Mamburao Branch
5009350-01-01,1075306,ward,Oringao Branch
5011927-01-01,2054280,ward,Morazan Branch
5004585-01-01,219231,ward,Solana Branch
5038928-01-01,35033,ward,Los Alamos Ward
5038928-01-01,1994867,ward,Pajarito Ward
5038928-01-01,3337057,familysearchcenter,Los Alamos New Mexico Family History Center
5042925-01-01,39462,ward,Austin Ward
5042925-01-01,2131250,ward,Bear Creek Ward
5042925-01-01,238457,ward,Hill Country Ward
5042925-01-01,1665596,ward,Zilker Park Ward
5042925-01-01,237957,ward.spanish,Riverside Ward (Spanish)
5184037-01-01,107158,ward,Victoria Ward
5009664-02-01,2144352,ward,Holbrook Farms  3rd Ward
5009664-02-01,384518,ward,Jordan Meadows Ward
5009664-02-01,2006715,ward,Spring Haven Ward
5009664-02-01,1079689,ward.deaf,Lehi 44th Branch (Sign Language)
5887656-01-01,251968,ward,Allatoona Ward
5887656-01-01,167169,ward,Woodstock Ward
5887656-01-01,1073273,ward.spanish,Cherokee Branch (Spanish)
5656176-01-01,304727,ward,Surin Branch
5232406-01-01,171816,ward,Gambino Ward
5080347-01-01,66273,ward,Zollikofen Ward
5080347-01-01,514462,stake,Bern Switzerland Stake
5080347-01-01,514462,stakecenter,Bern Switzerland Stake
5080347-01-01,392499,familysearchcenter,Zollikofen Switzerland Family History Center
5080347-01-01,858994,institute,Bern Switzerland Basel Institute
5015390-01-01,2048019,ward,Pioneiros Ward
5795982-01-01,286575,ward,Uherské Hradiště Ward
5492831-01-01,207187,ward,Bosque Ward
5011232-01-01,416134,ward,Nouveau Quartier 1st Ward
5011232-01-01,2143941,ward,Residentiel Ward
5011232-01-01,2042797,ward,Sante Ward
5375908-01-01,182494,ward,Oxford Branch
5375908-01-01,3366499,familysearchcenter,Oxford Ohio Family History Center
5516714-01-01,329533,ward,Zambrano Ward
5516714-01-01,2182092,familysearchcenter,Honduras Bulevar Zambrano Family History Center
5178274-01-01,154288,ward,Mati 1st Branch
5178274-01-01,294330,ward,Mati 2nd Branch
5178274-01-01,611611,stake,Mati Philippines District
5178274-01-01,611611,stakecenter,Mati Philippines District
5178274-01-01,405361,familysearchcenter,Mati Philippines Family History Center
5026342-01-01,31909,ward,Casper 3rd Ward
5026342-01-01,127469,ward,Salt Creek Ward
5367751-01-01,191485,ward,Santa Ignacia  1st Ward
5367751-01-01,299944,ward,Santa Ignacia  2nd Ward
5367751-01-01,380407,stake,Santa Ignacia Philippines Stake
5367751-01-01,380407,stakecenter,Santa Ignacia Philippines Stake
5367751-01-01,405949,familysearchcenter,Santa Ignacia Philippines Family History Center
9500227-01-01,362573,ward,Uinta Branch (Correctional Facility - Male)
5710227-01-01,212539,ward,Lake St Louis Ward
5710227-01-01,378097,ward,Missouri River Ward
5710227-01-01,467138,ward,O'Fallon Ward
5710227-01-01,518654,stake,Lake St Louis Missouri Stake
5710227-01-01,518654,stakecenter,Lake St Louis Missouri Stake
5710227-01-01,2028344,familysearchcenter,Lake St Louis Missouri Family History Center
9500197-01-01,237086,ward,Farmington 22nd Branch (Correctional Facility)
5928354-01-01,336599,ward,Gaira Branch
5982995-01-01,474649,ward,El Triunfo Branch
5494974-01-01,217417,ward,Santa Cruz  3rd Ward
5416442-01-01,180327,ward,Argelia Ward
5416442-01-01,204714,ward,Solanda Ward
5416442-01-01,457914,familysearchcenter,Quito Ecuador Turubamba Family History Center
5234719-01-01,68713,ward,Cork Branch
